book,pericope_id,pericope_name,ix,pos_N,number_S,case_G,case_N,gender_F,gender_M,count_ἑαυτοῦ,count_ἄν,count_ἀλλά,count_ἀπό,count_ἄρα,count_δέ,count_δή,count_διά,count_ἔτι,count_ἐγώ,count_ἐκ,count_ἐν,count_ἐπί,count_εἰ,count_γάρ,count_ἤ,count_καί,count_κατά,count_μέν,count_μετά,count_μή,count_ὁ,count_ὅδε,count_ὅτι,count_οὔτε,count_οὖν,count_οὐ,count_οὐδέ,count_περί,count_σύ,count_σύν,count_ὑπέρ,count_ὑπό,count_ὦ,count_ὥστε,count_ἐάν,count_παρά,count_πάλιν,count_αὐτός,count_υἱός,count_ἡμέρα,count_σήμερον,count_αὔριον,count_Ἰησοῦς,count_πατήρ,count_κύριος,count_ἀμήν,count_Χριστός,count_θεός,avg_word_length,unique_word_ratio,stop_words_ratio,is_dialog,capitalized_words,substring_comma,substring_dot,substring_median,substring_kai,avg_len_comma,avg_len_dot,avg_len_median,nbr_words,pos_RA,gender_N,pos_D,pos_P,pos_RP,pos_V,pos_A,pos_C,pos_RR,person_3,person_2,tense_X,tense_A,active_P,active_M,active_A,mode_P,mode_S,mode_I,mode_N,number_P,case_D,case_V,case_A,pos_RD,person_1,tense_P,tense_I,pos_X,pos_RI,tense_F,mode_D,mode_O,tense_Y,pos_I,source,genre,synoptic
Mt,1,Prologue,1|Prologue|Mt,8.0,8.0,7.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.5,0.8,0.4,0,4,0,1,0,0,0.0,4.5,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,matthean,misc,True
Mk,1,Prologue,1|Prologue|Mk,4.0,5.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.8571428571428571,0.42857142857142855,0,2,0,1,0,0,0.0,3.0,0.0,7,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mark,misc,True
Lk,1,Prologue,1|Prologue|Lk,9.0,14.0,8.0,5.0,4.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9787234042553195,0.7872340425531915,0.2553191489361702,0,1,5,1,0,0,8.4,23.0,0.0,47,4.0,4.0,3.0,4.0,4.0,10.0,3.0,4.0,1.0,3.0,2.0,2.0,8.0,2.0,2.0,6.0,3.0,1.0,4.0,2.0,15.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lucean,misc,True
Lk,2,The Promise of the Birth of John the Baptist,2|The Promise of the Birth of John the Baptist|Lk,95.0,215.0,69.0,70.0,63.0,116.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,6.0,4.0,13.0,4.0,0.0,2.0,0.0,34.0,2.0,0.0,1.0,3.0,50.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,7.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,4.0,4.2406015037593985,0.38095238095238093,0.46365914786967416,5,17,26,12,11,2,15.192307692307692,29.76923076923077,35.63636363636363,399,50.0,34.0,10.0,37.0,38.0,73.0,16.0,47.0,4.0,39.0,4.0,7.0,32.0,10.0,15.0,48.0,16.0,2.0,44.0,10.0,57.0,42.0,1.0,43.0,4.0,4.0,12.0,11.0,1.0,2.0,11.0,1.0,0.0,0.0,0.0,lucean,narrative,True
Lk,3,The Annunciation,3|The Annunciation|Lk,59.0,155.0,28.0,53.0,35.0,68.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,1.0,0.0,18.0,1.0,0.0,1.0,1.0,29.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,5.0,4.0358744394618835,0.4080717488789238,0.452914798206278,9,13,14,8,11,0,15.714285714285714,24.0,19.818181818181817,223,29.0,18.0,7.0,18.0,17.0,36.0,9.0,24.0,2.0,23.0,6.0,3.0,12.0,9.0,9.0,18.0,6.0,0.0,26.0,0.0,2.0,22.0,2.0,22.0,4.0,1.0,7.0,1.0,3.0,1.0,13.0,2.0,2.0,0.0,0.0,lucean,narrative,True
Lk,4,Mary's Visit to Elizabeth,4|Mary's Visit to Elizabeth|Lk,58.0,144.0,41.0,40.0,55.0,53.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,6.0,2.0,0.0,2.0,0.0,18.0,0.0,0.0,1.0,0.0,39.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,4.047808764940239,0.43824701195219123,0.4342629482071713,2,11,17,8,6,0,14.294117647058824,27.0,41.0,251,39.0,24.0,4.0,22.0,26.0,38.0,13.0,28.0,0.0,29.0,0.0,3.0,29.0,6.0,6.0,26.0,8.0,1.0,28.0,1.0,31.0,29.0,0.0,36.0,2.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,lucean,narrative,True
Lk,5,The Birth of John the Baptist,5|The Birth of John the Baptist|Lk,81.0,181.0,73.0,50.0,51.0,98.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,10.0,5.0,9.0,2.0,0.0,2.0,0.0,27.0,0.0,0.0,3.0,0.0,44.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,3.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,3.0,4.102564102564102,0.3789173789173789,0.46153846153846156,10,10,25,13,5,0,13.6,24.214285714285715,69.6,351,44.0,43.0,5.0,29.0,40.0,60.0,20.0,38.0,3.0,36.0,2.0,0.0,33.0,12.0,8.0,40.0,11.0,0.0,37.0,11.0,61.0,41.0,1.0,39.0,3.0,0.0,13.0,9.0,1.0,2.0,5.0,0.0,1.0,0.0,0.0,lucean,narrative,True
Mt,6,The Genealogy of Jesus,6|The Genealogy of Jesus|Mt,106.0,197.0,28.0,52.0,30.0,140.0,0.0,0.0,0.0,3.0,0.0,38.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,56.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.9014084507042255,0.24295774647887325,0.40492957746478875,1,94,40,4,0,0,6.725,56.2,0.0,284,56.0,0.0,0.0,13.0,2.0,41.0,4.0,44.0,1.0,40.0,0.0,0.0,40.0,2.0,0.0,39.0,1.0,0.0,40.0,0.0,13.0,0.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,matthean,misc,True
Lk,6,The Genealogy of Jesus,6|The Genealogy of Jesus|Lk,80.0,160.0,155.0,5.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.956043956043956,0.43956043956043955,0.45054945054945056,0,77,4,1,0,0,45.0,90.5,0.0,182,76.0,2.0,1.0,0.0,1.0,4.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lucean,misc,True
Mt,7,The Birth of Jesus,7|The Birth of Jesus|Mt,40.0,112.0,35.0,30.0,23.0,53.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,7.0,1.0,0.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,4.1117647058823525,0.4588235294117647,0.4764705882352941,6,12,8,6,7,0,21.0,23.571428571428573,23.571428571428573,170,20.0,20.0,6.0,12.0,19.0,36.0,4.0,18.0,2.0,19.0,2.0,1.0,19.0,11.0,2.0,23.0,11.0,2.0,19.0,4.0,7.0,7.0,1.0,25.0,2.0,0.0,8.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,matthean,narrative,True
Lk,7,The Birth of Jesus,7|The Birth of Jesus|Lk,26.0,63.0,17.0,12.0,33.0,22.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.339285714285714,0.5267857142857143,0.4107142857142857,1,12,8,3,3,0,13.5,27.25,36.666666666666664,112,14.0,6.0,3.0,13.0,9.0,21.0,6.0,9.0,1.0,12.0,0.0,1.0,11.0,3.0,7.0,11.0,3.0,0.0,12.0,6.0,10.0,14.0,0.0,18.0,2.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lucean,narrative,True
Mt,8,The Adoration of the Infant Jesus,8|The Adoration of the Infant Jesus|Mt,54.0,112.0,40.0,37.0,30.0,87.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,2.0,0.0,2.0,1.0,6.0,0.0,0.0,3.0,0.0,13.0,1.0,0.0,2.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.278969957081545,0.45493562231759654,0.3948497854077253,4,19,14,8,8,0,16.357142857142858,25.0,28.75,233,32.0,9.0,10.0,22.0,19.0,48.0,6.0,25.0,2.0,21.0,4.0,1.0,36.0,10.0,5.0,33.0,18.0,2.0,24.0,2.0,47.0,15.0,2.0,37.0,0.0,3.0,6.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,matthean,narrative,True
Lk,8,The Adoration of the Infant Jesus,8|The Adoration of the Infant Jesus|Lk,49.0,94.0,26.0,36.0,32.0,58.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,7.0,3.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,1.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,3.9683257918552037,0.4298642533936652,0.4343891402714932,2,6,7,7,7,0,31.0,26.75,30.714285714285715,221,30.0,32.0,3.0,21.0,14.0,43.0,9.0,28.0,4.0,22.0,2.0,2.0,24.0,6.0,7.0,30.0,16.0,2.0,24.0,0.0,59.0,27.0,0.0,37.0,4.0,3.0,12.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,lucean,narrative,True
Lk,9,The Circumcision and Presentation in the Temple,9|The Circumcision and Presentation in the Temple|Lk,86.0,179.0,58.0,48.0,56.0,83.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,9.0,2.0,0.0,0.0,2.0,28.0,5.0,0.0,1.0,1.0,45.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,4.0,0.0,0.0,2.0,1.0,5.0,0.0,1.0,2.0,4.124242424242424,0.43333333333333335,0.4484848484848485,6,16,20,8,6,0,16.2,35.77777777777778,54.166666666666664,330,45.0,53.0,3.0,34.0,26.0,48.0,21.0,38.0,3.0,25.0,2.0,5.0,24.0,13.0,7.0,28.0,14.0,2.0,25.0,7.0,46.0,32.0,1.0,59.0,3.0,0.0,9.0,8.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,lucean,narrative,True
Mt,10,The Flight into Egypt and Return,10|The Flight into Egypt and Return|Mt,50.0,118.0,37.0,26.0,26.0,59.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,0.0,15.0,3.0,0.0,0.0,0.0,31.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0634146341463415,0.40487804878048783,0.4146341463414634,8,16,8,6,8,0,25.25,28.428571428571427,25.25,205,31.0,25.0,8.0,19.0,10.0,44.0,4.0,25.0,1.0,18.0,5.0,1.0,27.0,12.0,3.0,29.0,16.0,2.0,18.0,3.0,19.0,11.0,0.0,38.0,0.0,2.0,14.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,matthean,narrative,True
Mt,11,The Childhood of Jesus at Nazareth,11|The Childhood of Jesus at Nazareth|Mt,11.0,25.0,10.0,7.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.488888888888889,0.7555555555555555,0.3333333333333333,3,6,3,1,2,0,14.0,22.0,21.5,45,6.0,5.0,2.0,5.0,1.0,12.0,0.0,5.0,0.0,6.0,0.0,0.0,9.0,6.0,0.0,6.0,5.0,1.0,5.0,1.0,4.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,matthean,narrative,True
Lk,11,The Childhood of Jesus at Nazareth,11|The Childhood of Jesus at Nazareth|Lk,9.0,17.0,3.0,4.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.029411764705882,0.7647058823529411,0.4117647058823529,0,2,3,2,0,0,10.666666666666666,10.666666666666666,0.0,34,4.0,6.0,0.0,4.0,2.0,6.0,1.0,5.0,0.0,5.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0,0.0,5.0,0.0,5.0,1.0,0.0,9.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lucean,narrative,True
Lk,12,The Boy Jesus in the Temple,12|The Boy Jesus in the Temple|Lk,36.0,83.0,25.0,25.0,30.0,55.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,8.0,1.0,0.0,0.0,0.0,24.0,2.0,0.0,2.0,1.0,25.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,4.052631578947368,0.40669856459330145,0.5167464114832536,2,6,8,9,4,0,25.75,20.1,51.5,209,25.0,22.0,5.0,19.0,29.0,40.0,8.0,29.0,1.0,21.0,3.0,0.0,19.0,2.0,6.0,32.0,12.0,0.0,25.0,3.0,56.0,28.0,1.0,35.0,1.0,1.0,12.0,8.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,lucean,narrative,True
Mt,13,John the Baptist,13|John the Baptist|Mt,27.0,62.0,20.0,27.0,34.0,32.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.128440366972477,0.5321100917431193,0.44954128440366975,4,8,5,4,4,0,21.2,21.0,26.75,109,20.0,5.0,1.0,9.0,8.0,16.0,8.0,11.0,0.0,7.0,3.0,1.0,2.0,2.0,3.0,11.0,6.0,0.0,7.0,0.0,19.0,10.0,0.0,14.0,2.0,0.0,9.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,triple,narrative,True
Mk,13,John the Baptist,13|John the Baptist|Mk,26.0,57.0,13.0,18.0,28.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.309278350515464,0.5979381443298969,0.38144329896907214,1,6,6,3,4,0,15.666666666666666,23.5,23.5,97,15.0,4.0,0.0,9.0,8.0,15.0,8.0,8.0,1.0,6.0,2.0,2.0,2.0,2.0,4.0,9.0,6.0,0.0,7.0,0.0,16.0,11.0,0.0,22.0,0.0,1.0,7.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,triple,narrative,True
Lk,13,John the Baptist,13|John the Baptist|Lk,41.0,78.0,44.0,14.0,37.0,35.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.537190082644628,0.5950413223140496,0.33884297520661155,1,18,10,3,4,0,11.7,29.5,29.5,121,17.0,10.0,0.0,10.0,2.0,15.0,16.0,13.0,0.0,7.0,2.0,1.0,3.0,3.0,3.0,9.0,6.0,0.0,7.0,0.0,13.0,7.0,0.0,17.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,triple,narrative,True
Mt,14,John's Preaching of Repentance,14|John's Preaching of Repentance|Mt,20.0,36.0,15.0,9.0,10.0,24.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,11.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.926829268292683,0.6707317073170732,0.4024390243902439,3,4,3,2,4,2,26.666666666666668,26.666666666666668,20.0,82,11.0,10.0,3.0,6.0,5.0,17.0,4.0,9.0,0.0,6.0,2.0,0.0,7.0,2.0,3.0,12.0,4.0,1.0,8.0,3.0,20.0,6.0,1.0,15.0,1.0,2.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,q,narrative,True
Lk,14,John's Preaching of Repentance,14|John's Preaching of Repentance|Lk,18.0,31.0,12.0,8.0,10.0,20.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,10.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.8815789473684212,0.6842105263157895,0.40789473684210525,3,2,3,2,5,0,24.666666666666668,24.666666666666668,14.8,76,10.0,8.0,4.0,6.0,4.0,17.0,3.0,8.0,0.0,6.0,2.0,0.0,6.0,3.0,4.0,10.0,3.0,1.0,8.0,4.0,19.0,8.0,1.0,11.0,1.0,2.0,10.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,q,narrative,True
Lk,15,John Replies to Questioners,15|John Replies to Questioners|Lk,6.0,25.0,1.0,13.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.075949367088608,0.46835443037974683,0.3924050632911392,6,0,4,3,7,0,19.25,19.0,11.0,79,7.0,10.0,5.0,3.0,9.0,25.0,4.0,11.0,0.0,9.0,4.0,1.0,12.0,4.0,1.0,20.0,8.0,5.0,7.0,1.0,28.0,7.0,1.0,15.0,0.0,3.0,9.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,lucean,narrative,True
Mt,16,John's Messianic Preaching,16|John's Messianic Preaching|Mt,12.0,39.0,7.0,8.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.816666666666667,0.5833333333333334,0.45,0,0,4,1,4,0,14.5,29.5,14.25,60,8.0,12.0,1.0,6.0,9.0,9.0,4.0,6.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,8.0,1.0,0.0,7.0,1.0,4.0,8.0,0.0,13.0,0.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,triple,narrative,True
Mk,16,John's Messianic Preaching,16|John's Messianic Preaching|Mk,4.0,21.0,6.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.676470588235294,0.7352941176470589,0.4117647058823529,1,0,3,1,3,0,10.666666666666666,16.5,10.333333333333334,34,3.0,5.0,1.0,2.0,7.0,8.0,3.0,2.0,1.0,3.0,0.0,0.0,3.0,0.0,1.0,7.0,2.0,0.0,5.0,1.0,4.0,3.0,0.0,4.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,triple,narrative,True
Lk,16,John's Messianic Preaching,16|John's Messianic Preaching|Lk,18.0,54.0,17.0,14.0,8.0,32.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.9450549450549453,0.5494505494505495,0.46153846153846156,1,3,5,2,5,0,17.6,44.0,14.833333333333334,91,15.0,14.0,1.0,5.0,11.0,15.0,8.0,10.0,2.0,6.0,0.0,0.0,4.0,0.0,4.0,11.0,4.0,0.0,7.0,3.0,12.0,11.0,0.0,16.0,0.0,2.0,8.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,triple,narrative,True
Mt,17,The Imprisonment of John,17|The Imprisonment of John|Mt,8.0,23.0,4.0,5.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.909090909090909,0.6666666666666666,0.48484848484848486,1,5,2,0,2,0,15.0,0.0,10.666666666666666,33,5.0,0.0,1.0,2.0,5.0,6.0,0.0,3.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0,5.0,1.0,0.0,4.0,1.0,0.0,3.0,0.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,triple,narrative,True
Mk,17,The Imprisonment of John,17|The Imprisonment of John|Mk,11.0,31.0,7.0,6.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7674418604651163,0.5581395348837209,0.5116279069767442,1,6,2,1,2,0,20.5,21.0,20.0,43,8.0,0.0,1.0,2.0,6.0,7.0,0.0,5.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,7.0,1.0,0.0,5.0,1.0,0.0,4.0,0.0,9.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,triple,narrative,True
