book,pericope_id,pericope_name,ix,pos_N,number_S,case_G,case_N,gender_F,gender_M,count_ἑαυτοῦ,count_ἄν,count_ἀλλά,count_ἀπό,count_ἄρα,count_δέ,count_δή,count_διά,count_ἔτι,count_ἐγώ,count_ἐκ,count_ἐν,count_ἐπί,count_εἰ,count_γάρ,count_ἤ,count_καί,count_κατά,count_μέν,count_μετά,count_μή,count_ὁ,count_ὅδε,count_ὅτι,count_οὔτε,count_οὖν,count_οὐ,count_οὐδέ,count_περί,count_σύ,count_σύν,count_ὑπέρ,count_ὑπό,count_ὦ,count_ὥστε,count_ἐάν,count_παρά,count_πάλιν,count_αὐτός,count_υἱός,count_ἡμέρα,count_σήμερον,count_αὔριον,count_Ἰησοῦς,count_πατήρ,count_κύριος,count_ἀμήν,count_Χριστός,count_θεός,avg_word_length,unique_word_ratio,stop_words_ratio,is_dialog,capitalized_words,substring_comma,substring_dot,substring_median,substring_kai,avg_len_comma,avg_len_dot,avg_len_median,nbr_words,pos_RA,gender_N,pos_D,pos_P,pos_RP,pos_V,pos_A,pos_C,pos_RR,person_3,person_2,tense_X,tense_A,active_P,active_M,active_A,mode_P,mode_S,mode_I,mode_N,number_P,case_D,case_V,case_A,pos_RD,person_1,tense_P,tense_I,pos_X,pos_RI,tense_F,mode_D,mode_O,tense_Y,pos_I,source,genre,synoptic
Lk,181,"Jesus' Thanksgiving to the Father, and the Blessedness of the Disciples","181|Jesus' Thanksgiving to the Father, and the Blessedness of the Disciples|Lk",18.0,51.0,10.0,27.0,7.0,36.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,12.0,1.0,0.0,0.0,2.0,15.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,3.8632478632478633,0.5042735042735043,0.5042735042735043,3,0,9,4,4,0,12.777777777777779,22.6,28.75,117,15.0,10.0,5.0,6.0,8.0,24.0,9.0,18.0,4.0,12.0,5.0,0.0,14.0,2.0,4.0,18.0,2.0,1.0,18.0,3.0,27.0,12.0,2.0,8.0,1.0,2.0,10.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,q,sayings,True
Mt,182,The Lawyer's Question,182|The Lawyer's Question|Mt,14.0,51.0,6.0,22.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.688888888888889,0.4777777777777778,0.4666666666666667,1,2,2,4,5,2,44.0,17.2,17.2,90,14.0,2.0,1.0,7.0,10.0,10.0,13.0,10.0,0.0,6.0,2.0,0.0,4.0,2.0,0.0,8.0,2.0,0.0,8.0,0.0,13.0,17.0,1.0,10.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,triple,narrative,True
Mk,182,The Lawyer's Question,182|The Lawyer's Question|Mk,25.0,98.0,44.0,31.0,35.0,42.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,20.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,4.068322981366459,0.35403726708074534,0.4658385093167702,3,3,8,6,7,0,19.75,22.428571428571427,22.571428571428573,161,20.0,7.0,10.0,10.0,18.0,27.0,20.0,20.0,0.0,14.0,5.0,0.0,12.0,3.0,0.0,24.0,5.0,0.0,18.0,3.0,12.0,3.0,2.0,11.0,2.0,0.0,12.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,triple,narrative,True
Lk,182,The Lawyer's Question,182|The Lawyer's Question|Lk,9.0,53.0,9.0,9.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.782051282051282,0.5128205128205128,0.4358974358974359,4,0,3,2,6,0,25.333333333333332,25.333333333333332,12.666666666666666,78,9.0,3.0,3.0,6.0,10.0,15.0,6.0,10.0,0.0,5.0,5.0,1.0,7.0,3.0,1.0,11.0,4.0,0.0,10.0,0.0,0.0,12.0,1.0,11.0,1.0,1.0,4.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,triple,narrative,True
Lk,183,The Parable of the Good Samaritan,183|The Parable of the Good Samaritan|Lk,23.0,95.0,11.0,34.0,8.0,59.0,1.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,15.0,3.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.493975903614458,0.4819277108433735,0.42771084337349397,5,7,6,6,7,0,27.166666666666668,23.0,23.285714285714285,166,17.0,14.0,7.0,13.0,17.0,43.0,4.0,21.0,2.0,19.0,4.0,1.0,31.0,3.0,2.0,38.0,16.0,1.0,20.0,3.0,16.0,10.0,0.0,32.0,2.0,1.0,8.0,2.0,1.0,6.0,1.0,3.0,0.0,0.0,0.0,lucean,sayings,True
Lk,184,Mary and Martha,184|Mary and Martha|Lk,19.0,64.0,7.0,20.0,30.0,14.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.387755102040816,0.5918367346938775,0.41836734693877553,4,7,5,4,6,0,19.0,18.8,16.0,98,8.0,5.0,3.0,5.0,11.0,22.0,6.0,13.0,2.0,13.0,3.0,0.0,11.0,6.0,4.0,12.0,4.0,1.0,14.0,2.0,5.0,7.0,3.0,16.0,1.0,0.0,7.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,lucean,sayings,True
Lk,186,The Importunate Friend at Midnight,186|The Importunate Friend at Midnight|Lk,8.0,50.0,9.0,11.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1208791208791204,0.5164835164835165,0.4175824175824176,4,0,6,2,7,0,14.666666666666666,29.666666666666668,12.571428571428571,91,5.0,6.0,7.0,9.0,17.0,23.0,5.0,7.0,2.0,11.0,2.0,1.0,10.0,3.0,3.0,17.0,4.0,2.0,13.0,2.0,10.0,8.0,1.0,14.0,1.0,4.0,7.0,0.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,lucean,sayings,True
Mt,187,Encouragement to Pray,187|Encouragement to Pray|Mt,10.0,35.0,4.0,15.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.675,0.4875,0.45,0,0,6,3,3,0,13.0,19.25,26.0,80,9.0,6.0,2.0,2.0,10.0,22.0,4.0,10.0,1.0,11.0,5.0,1.0,0.0,3.0,0.0,19.0,5.0,0.0,13.0,1.0,22.0,13.0,0.0,9.0,0.0,0.0,12.0,0.0,2.0,2.0,9.0,3.0,0.0,0.0,0.0,q,sayings,True
Lk,187,Encouragement to Pray,187|Encouragement to Pray|Lk,12.0,39.0,4.0,14.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.765432098765432,0.5061728395061729,0.43209876543209874,1,0,10,2,4,0,7.9,26.333333333333332,19.5,81,9.0,8.0,2.0,3.0,10.0,22.0,4.0,11.0,0.0,10.0,5.0,1.0,0.0,3.0,0.0,19.0,5.0,0.0,13.0,1.0,19.0,12.0,0.0,12.0,0.0,1.0,12.0,0.0,0.0,2.0,9.0,3.0,0.0,0.0,0.0,q,sayings,True
Mt,188,The Beelzebub Controversy,188|The Beelzebub Controversy|Mt,27.0,81.0,19.0,38.0,19.0,50.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,5.0,0.0,4.0,2.0,4.0,0.0,2.0,11.0,3.0,0.0,2.0,4.0,23.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.9485714285714284,0.4057142857142857,0.5028571428571429,3,6,8,7,6,0,21.625,21.0,28.833333333333332,175,23.0,13.0,10.0,13.0,19.0,34.0,9.0,24.0,0.0,21.0,0.0,1.0,12.0,7.0,4.0,23.0,7.0,1.0,22.0,4.0,32.0,8.0,0.0,25.0,3.0,2.0,15.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,triple,narrative,True
Mk,188,The Beelzebub Controversy,188|The Beelzebub Controversy|Mk,18.0,48.0,7.0,18.0,15.0,23.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,13.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.423076923076923,0.4230769230769231,0.4423076923076923,2,5,5,3,4,0,20.4,25.25,25.0,104,13.0,9.0,6.0,7.0,7.0,24.0,4.0,16.0,0.0,16.0,0.0,0.0,12.0,5.0,6.0,13.0,3.0,3.0,13.0,5.0,15.0,4.0,0.0,18.0,2.0,0.0,8.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,triple,narrative,True
Lk,188,The Beelzebub Controversy,188|The Beelzebub Controversy|Lk,30.0,84.0,23.0,36.0,14.0,50.0,3.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,5.0,2.0,6.0,5.0,3.0,0.0,0.0,6.0,1.0,0.0,2.0,2.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.1257142857142854,0.41714285714285715,0.49714285714285716,3,4,9,8,7,0,19.22222222222222,18.666666666666668,24.285714285714285,175,22.0,23.0,4.0,18.0,23.0,37.0,6.0,20.0,1.0,23.0,1.0,2.0,11.0,4.0,3.0,30.0,10.0,2.0,24.0,1.0,37.0,10.0,0.0,26.0,1.0,2.0,19.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,triple,narrative,True
Lk,190,True Blessedness,190|True Blessedness|Lk,7.0,24.0,4.0,14.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6666666666666665,0.6428571428571429,0.42857142857142855,3,0,0,1,4,0,0.0,20.5,9.75,42,7.0,2.0,0.0,2.0,4.0,9.0,2.0,4.0,1.0,3.0,1.0,0.0,6.0,0.0,1.0,8.0,4.0,0.0,4.0,1.0,7.0,2.0,0.0,7.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,lucean,sayings,True
Mt,192,Concerning Light,192|Concerning Light|Mt,4.0,9.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.272727272727273,0.7727272727272727,0.5454545454545454,0,0,2,1,0,2,10.0,10.5,0.0,22,4.0,0.0,0.0,3.0,1.0,3.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,4.0,4.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,triple,sayings,True
Mk,192,Concerning Light,192|Concerning Light|Mk,4.0,12.0,0.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.7083333333333334,0.4583333333333333,1,0,2,0,2,0,11.0,0.0,11.0,24,4.0,0.0,0.0,3.0,1.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,triple,sayings,True
Lk,192,Concerning Light,192|Concerning Light|Lk,5.0,11.0,0.0,4.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9545454545454546,0.8181818181818182,0.36363636363636365,0,0,2,1,0,0,10.0,10.5,0.0,22,4.0,2.0,0.0,3.0,0.0,4.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,triple,sayings,True
Mt,194,Discourses against the Pharisees and Lawyers,194|Discourses against the Pharisees and Lawyers|Mt,32.0,64.0,17.0,23.0,18.0,43.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,3.847826086956522,0.463768115942029,0.5072463768115942,6,4,6,3,10,2,22.5,33.75,13.3,138,22.0,8.0,8.0,8.0,14.0,23.0,1.0,13.0,2.0,13.0,5.0,0.0,7.0,2.0,3.0,18.0,5.0,3.0,13.0,0.0,33.0,10.0,1.0,28.0,1.0,0.0,15.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,triple,narrative,True
Mk,194,Discourses against the Pharisees and Lawyers,194|Discourses against the Pharisees and Lawyers|Mk,37.0,44.0,29.0,29.0,25.0,54.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,0.0,2.0,27.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.160714285714286,0.47023809523809523,0.43452380952380953,2,6,12,2,6,2,13.75,82.5,23.571428571428573,168,27.0,11.0,9.0,7.0,12.0,28.0,9.0,23.0,1.0,19.0,3.0,1.0,9.0,2.0,3.0,23.0,5.0,3.0,19.0,1.0,74.0,10.0,0.0,28.0,2.0,0.0,17.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,triple,narrative,True
Lk,194,Discourses against the Pharisees and Lawyers,194|Discourses against the Pharisees and Lawyers|Lk,56.0,105.0,54.0,45.0,26.0,86.0,0.0,0.0,1.0,4.0,1.0,10.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,1.0,56.0,0.0,8.0,0.0,0.0,5.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,4.061538461538461,0.40615384615384614,0.4676923076923077,6,8,21,14,9,0,15.238095238095237,20.733333333333334,35.888888888888886,325,56.0,48.0,16.0,17.0,30.0,57.0,13.0,44.0,0.0,21.0,16.0,2.0,26.0,5.0,4.0,48.0,12.0,2.0,36.0,6.0,109.0,28.0,2.0,46.0,6.0,2.0,24.0,1.0,8.0,2.0,4.0,1.0,0.0,0.0,1.0,triple,narrative,True
Mt,198,The Assistance of the Holy Spirit,198|The Assistance of the Holy Spirit|Mt,3.0,12.0,3.0,7.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.1052631578947367,0.5789473684210527,0.5263157894736842,0,0,2,1,3,0,18.0,18.5,11.666666666666666,38,5.0,6.0,3.0,2.0,5.0,8.0,0.0,6.0,0.0,2.0,4.0,0.0,4.0,1.0,0.0,7.0,2.0,4.0,2.0,0.0,12.0,5.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,triple,sayings,True
Mk,198,The Assistance of the Holy Spirit,198|The Assistance of the Holy Spirit|Mk,2.0,11.0,0.0,9.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5454545454545454,0.7272727272727273,0.45454545454545453,0,0,4,1,0,0,7.75,16.0,0.0,33,4.0,7.0,2.0,1.0,3.0,8.0,1.0,5.0,1.0,2.0,4.0,0.0,2.0,1.0,0.0,7.0,2.0,3.0,1.0,0.0,11.0,4.0,0.0,3.0,2.0,0.0,6.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,triple,sayings,True
Lk,198,The Assistance of the Holy Spirit,198|The Assistance of the Holy Spirit|Lk,8.0,15.0,1.0,7.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,0.6212121212121212,0.45454545454545453,2,0,3,2,2,0,21.0,21.333333333333332,31.5,66,7.0,7.0,4.0,3.0,7.0,15.0,2.0,11.0,2.0,4.0,4.0,0.0,8.0,1.0,3.0,11.0,1.0,4.0,4.0,5.0,23.0,8.0,0.0,13.0,0.0,1.0,4.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,triple,sayings,True
Lk,199,Warning against Avarice,199|Warning against Avarice|Lk,9.0,32.0,9.0,5.0,6.0,17.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7413793103448274,0.6206896551724138,0.5,4,0,4,2,4,0,14.0,18.666666666666668,14.0,58,7.0,3.0,1.0,7.0,9.0,11.0,1.0,6.0,0.0,5.0,3.0,0.0,6.0,0.0,2.0,9.0,1.0,0.0,5.0,2.0,6.0,7.0,2.0,7.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,lucean,sayings,True
Lk,200,The Parable of the Rich Fool,200|The Parable of the Rich Fool|Lk,13.0,58.0,9.0,9.0,14.0,22.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.891089108910891,0.5544554455445545,0.36633663366336633,6,0,10,3,9,0,9.8,24.5,11.0,101,10.0,10.0,5.0,5.0,10.0,26.0,8.0,11.0,1.0,7.0,6.0,0.0,8.0,1.0,4.0,21.0,5.0,1.0,16.0,0.0,15.0,9.0,2.0,23.0,2.0,8.0,10.0,1.0,0.0,3.0,7.0,4.0,0.0,0.0,0.0,lucean,sayings,True
Mt,201,Anxieties about Earthly Things,201|Anxieties about Earthly Things|Mt,26.0,81.0,25.0,29.0,24.0,31.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,0.0,0.0,0.0,3.0,26.0,0.0,3.0,0.0,2.0,4.0,4.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,3.8711340206185567,0.44329896907216493,0.4536082474226804,3,1,7,4,11,0,27.428571428571427,38.0,17.363636363636363,194,26.0,34.0,14.0,9.0,17.0,36.0,14.0,26.0,0.0,15.0,11.0,1.0,11.0,2.0,4.0,30.0,4.0,7.0,20.0,1.0,49.0,13.0,1.0,31.0,5.0,5.0,22.0,0.0,3.0,7.0,2.0,4.0,0.0,0.0,0.0,q,sayings,True
Lk,201,Anxieties about Earthly Things,201|Anxieties about Earthly Things|Lk,27.0,77.0,19.0,27.0,16.0,31.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,7.0,0.0,0.0,0.0,4.0,23.0,0.0,3.0,0.0,1.0,3.0,5.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,3.8663101604278074,0.47593582887700536,0.4385026737967914,3,1,15,8,5,0,12.266666666666667,19.88888888888889,37.0,187,23.0,34.0,16.0,8.0,15.0,38.0,9.0,25.0,1.0,16.0,15.0,1.0,11.0,2.0,6.0,30.0,3.0,4.0,22.0,2.0,47.0,15.0,1.0,29.0,5.0,2.0,25.0,0.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,q,sayings,True
Mt,202,Treasures in Heaven,202|Treasures in Heaven|Mt,12.0,17.0,4.0,10.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.056603773584905,0.49056603773584906,0.39622641509433965,0,0,6,1,3,0,8.5,26.0,16.333333333333332,53,3.0,0.0,8.0,2.0,4.0,10.0,0.0,10.0,0.0,8.0,2.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,8.0,0.0,12.0,3.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,q,sayings,True
Lk,202,Treasures in Heaven,202|Treasures in Heaven|Lk,8.0,13.0,3.0,6.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.333333333333333,0.717948717948718,0.38461538461538464,0,0,4,1,3,0,9.25,19.0,12.0,39,4.0,4.0,5.0,1.0,4.0,9.0,1.0,4.0,0.0,4.0,3.0,0.0,3.0,1.0,1.0,7.0,2.0,0.0,4.0,0.0,13.0,3.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,q,sayings,True
